"発電所コード","エリア","発電所名","ユニット名","発電方式・燃種","対象日","00:30[kWh]","01:00[kWh]","01:30[kWh]","02:00[kWh]","02:30[kWh]","03:00[kWh]","03:30[kWh]","04:00[kWh]","04:30[kWh]","05:00[kWh]","05:30[kWh]","06:00[kWh]","06:30[kWh]","07:00[kWh]","07:30[kWh]","08:00[kWh]","08:30[kWh]","09:00[kWh]","09:30[kWh]","10:00[kWh]","10:30[kWh]","11:00[kWh]","11:30[kWh]","12:00[kWh]","12:30[kWh]","13:00[kWh]","13:30[kWh]","14:00[kWh]","14:30[kWh]","15:00[kWh]","15:30[kWh]","16:00[kWh]","16:30[kWh]","17:00[kWh]","17:30[kWh]","18:00[kWh]","18:30[kWh]","19:00[kWh]","19:30[kWh]","20:00[kWh]","20:30[kWh]","21:00[kWh]","21:30[kWh]","22:00[kWh]","22:30[kWh]","23:00[kWh]","23:30[kWh]","24:00[kWh]","日量[kWh]","更新日時"
"2S319","東北","福島いわきバイオマス発電所","1","その他","2025/11/29","51200","51600","51200","51200","51200","51600","51200","51200","51600","51200","51200","51200","51600","51200","51200","51200","51600","50800","48800","41600","34800","32800","32400","32400","32400","32000","32400","35200","39200","42000","44800","46800","48400","48800","50000","50800","50800","50800","51600","51200","51600","51600","51600","51600","51200","51600","51200","51200","2264800","2025/11/30 15:31:02"
"4009330482","東京","鹿島発電所","単独","その他","2025/11/29","41000","41000","41000","42000","41000","42000","42000","41000","41000","41000","41000","42000","41000","42000","41000","42000","42000","41000","41000","42000","42000","43000","43000","42000","42000","43000","42000","43000","42000","43000","42000","43000","42000","43000","42000","43000","42000","43000","42000","43000","42000","43000","43000","42000","42000","43000","42000","43000","2018000","2025/11/30 15:31:02"
"42136","中部","四日市霞発電所","単独","その他","2025/11/29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/30 15:31:02"
"4M061","中部","田原バイオマス発電所","１号機","その他","2025/11/29","43000","44000","44000","43000","44000","43000","44000","43000","44000","43000","44000","43000","44000","44000","44000","43000","43000","44000","44000","43000","44000","43000","44000","43000","44000","44000","44000","44000","44000","45000","44000","44000","43000","44000","44000","45000","44000","44000","44000","44000","44000","45000","44000","43000","44000","44000","44000","44000","2102000","2025/11/30 15:31:02"
"6837V","関西","相生バイオマス発電所","単独","その他","2025/11/29","83908","84016","82951","83333","83699","84543","84864","84219","83931","84127","83358","83316","83428","84155","84665","84373","84126","84256","82919","82671","83785","84650","84996","84492","84107","83851","83376","82640","83526","84097","84974","84655","84104","83806","83865","82099","83472","84802","85116","84416","84091","83787","83740","82085","83227","83481","84475","84506","4027079","2025/11/30 15:31:02"
"400977C645","中国","水島製油所　B工場","G8","その他","2025/11/29","6880","6598","6152","5372","4879","5106","6114","6233","6230","6215","5850","5016","4962","5736","6358","5923","5569","5931","5741","6010","6820","7819","7346","6736","5829","5263","5307","5255","5834","5766","5340","4460","3806","3787","4032","4111","3853","3841","3818","4096","5038","4746","4756","4731","5452","5630","5724","5484","261555","2025/11/30 15:31:02"
"4009774203","中国","麻里布 第２発電所","Ｇ６","その他","2025/11/29","61000","60000","61000","61000","61000","60000","60000","60000","60000","61000","61000","60000","61000","61000","61000","60000","61000","60000","61000","60000","60000","61000","61000","60000","61000","60000","60000","60000","61000","61000","61000","60000","61000","60000","61000","60000","61000","60000","61000","61000","61000","61000","61000","61000","61000","61000","61000","61000","2910000","2025/11/30 15:31:02"
"40099930AA","九州","大分 第２発電所","単独","その他","2025/11/29","10000","10000","10000","10000","10000","11000","10000","11000","10000","11000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","11000","10000","11000","11000","10000","10000","11000","10000","10000","10000","10000","10000","10000","10000","10000","10000","11000","10000","11000","10000","11000","10000","11000","10000","11000","492000","2025/11/30 15:31:02"
"2S319","東北","福島いわきバイオマス発電所","1","その他","2025/11/30","51200","51600","51200","51200","51200","51600","51200","51200","51600","51200","51600","51600","51600","51600","51200","51600","51600","50800","48800","41200","34400","33600","32800","32800","32800","32400","32800","35600","38400","41600","44000","46400","48400","48400","48400","49200","50400","50800","51200","50800","51200","51200","50800","51200","50800","50800","50800","50800","2257600","2025/12/01 15:30:09"
"4009330482","東京","鹿島発電所","単独","その他","2025/11/30","42000","43000","42000","43000","42000","43000","42000","43000","42000","42000","42000","43000","43000","42000","42000","43000","42000","43000","42000","43000","42000","43000","42000","43000","42000","43000","42000","43000","43000","42000","42000","43000","42000","43000","42000","42000","42000","42000","42000","42000","42000","42000","42000","42000","42000","42000","42000","42000","2032000","2025/12/01 15:30:09"
"42136","中部","四日市霞発電所","単独","その他","2025/11/30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/12/01 15:30:09"
"4M061","中部","田原バイオマス発電所","１号機","その他","2025/11/30","44000","44000","44000","44000","45000","44000","43000","44000","44000","44000","44000","43000","44000","43000","43000","43000","44000","44000","44000","44000","44000","44000","44000","43000","44000","44000","44000","43000","44000","45000","45000","44000","45000","44000","44000","45000","44000","44000","43000","43000","44000","43000","44000","43000","44000","43000","44000","44000","2105000","2025/12/01 15:30:09"
"6837V","関西","相生バイオマス発電所","単独","その他","2025/11/30","84155","83707","84414","84237","81407","83078","83926","83859","83799","83804","83418","81322","81286","83083","84366","83253","84170","84233","81566","72535","72426","74285","73899","69654","69506","69312","69585","69321","61459","49422","48227","48611","47834","25861","436","0","0","0","0","0","0","0","0","0","0","0","0","0","2505456","2025/12/01 15:30:09"
"400977C645","中国","水島製油所　B工場","G8","その他","2025/11/30","5870","5783","5336","5309","4419","5263","4785","4926","5405","4967","4842","5052","5065","5469","6480","6627","5633","5702","6118","6597","7210","7818","8273","8684","8162","8078","7987","8115","8244","8054","7024","6713","5603","5078","5134","5500","5365","5520","5606","6351","6472","6577","7206","7287","6714","6732","6444","6207","301806","2025/12/01 15:30:09"
"4009774203","中国","麻里布 第２発電所","Ｇ６","その他","2025/11/30","60000","59000","55000","56000","57000","59000","58000","59000","58000","59000","58000","58000","57000","58000","59000","58000","59000","58000","57000","56000","56000","57000","57000","56000","57000","57000","57000","57000","56000","58000","57000","58000","57000","57000","56000","57000","56000","55000","57000","58000","57000","57000","56000","57000","57000","57000","57000","57000","2749000","2025/12/01 15:30:09"
"40099930AA","九州","大分 第２発電所","単独","その他","2025/11/30","10000","11000","10000","10000","10000","11000","10000","11000","10000","11000","10000","11000","10000","11000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","11000","10000","11000","10000","11000","10000","11000","10000","10000","10000","11000","10000","10000","10000","10000","10000","10000","10000","10000","10000","11000","10000","10000","492000","2025/12/01 15:30:09"
"2S319","東北","福島いわきバイオマス発電所","1","その他","2025/12/01","50800","50800","51200","50800","50800","50800","50800","50800","50400","50400","50800","50400","50800","50400","50800","50400","50800","50800","51200","51200","51200","51200","51600","51200","51600","51200","51600","51600","51200","51200","51600","51200","51600","51200","51600","51200","51600","51600","51200","51600","51600","51200","51600","51600","51600","51200","51600","51200","2454800","2025/12/02 15:30:10"
"4009330482","東京","鹿島発電所","単独","その他","2025/12/01","42000","42000","42000","42000","42000","43000","42000","43000","42000","43000","42000","43000","43000","43000","42000","43000","42000","43000","42000","43000","42000","43000","42000","43000","43000","42000","42000","43000","42000","43000","42000","43000","42000","42000","42000","42000","42000","42000","42000","42000","42000","42000","42000","43000","42000","42000","42000","42000","2032000","2025/12/02 15:30:10"
"42136","中部","四日市霞発電所","単独","その他","2025/12/01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","1000","1000","1000","0","0","0","0","0","0","0","0","0","0","0","0","4000","2025/12/02 15:30:10"
"4M061","中部","田原バイオマス発電所","１号機","その他","2025/12/01","44000","44000","43000","43000","44000","44000","44000","45000","44000","44000","44000","44000","44000","44000","44000","43000","44000","44000","44000","44000","44000","44000","44000","43000","44000","44000","44000","43000","44000","44000","44000","44000","44000","44000","44000","44000","44000","44000","43000","43000","44000","45000","44000","45000","44000","44000","44000","44000","2108000","2025/12/02 15:30:10"
"6837V","関西","相生バイオマス発電所","単独","その他","2025/12/01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/12/02 15:30:10"
"400977C645","中国","水島製油所　B工場","G8","その他","2025/12/01","6325","7096","7039","6565","6435","6082","6485","7107","6649","6243","5405","5044","5520","6090","7064","6401","5434","5467","5384","5697","5700","4933","4464","4441","5042","4537","4904","4961","5724","7060","8012","7500","7181","7286","7543","6666","6408","6810","7636","8533","8102","8370","8724","8592","8316","7606","6957","6600","312140","2025/12/02 15:30:10"
"4009774203","中国","麻里布 第２発電所","Ｇ６","その他","2025/12/01","57000","56000","57000","56000","57000","57000","57000","57000","57000","57000","58000","58000","58000","58000","57000","58000","57000","57000","57000","56000","57000","57000","58000","57000","57000","58000","57000","57000","57000","58000","58000","59000","59000","60000","58000","58000","59000","58000","58000","57000","58000","58000","58000","58000","57000","57000","58000","58000","2761000","2025/12/02 15:30:10"
"40099930AA","九州","大分 第２発電所","単独","その他","2025/12/01","10000","10000","10000","11000","10000","11000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","11000","11000","10000","10000","10000","10000","11000","10000","11000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","10000","486000","2025/12/02 15:30:10"
"2S319","東北","福島いわきバイオマス発電所","1","その他","2025/12/02","51200","51200","51200","51600","50800","51200","51200","51200","50800","51200","51200","51600","51200","51200","51600","51200","51600","51200","51200","51600","51200","50800","50800","50800","50800","50800","51200","50800","50800","50800","50800","50800","51200","50800","51200","51200","51200","51200","51200","50800","51200","51200","51200","51200","51200","51200","51200","51200","2454000","2025/12/03 15:30:04"
"4009330482","東京","鹿島発電所","単独","その他","2025/12/02","42000","42000","41000","42000","42000","42000","42000","42000","42000","42000","42000","43000","42000","43000","43000","43000","42000","43000","43000","43000","44000","44000","44000","44000","44000","45000","44000","44000","44000","44000","44000","44000","44000","44000","44000","44000","43000","44000","43000","44000","43000","44000","43000","43000","43000","43000","43000","43000","2070000","2025/12/03 15:30:04"
